x,y,R,G,B
134,81,52,85,242
135,81,51,84,241
136,81,49,82,239
137,81,48,81,238
138,81,47,80,237
139,81,45,78,235
140,81,44,77,234
141,81,42,75,232
142,81,41,74,231
143,81,40,73,230
144,81,43,71,230
145,81,42,70,229
146,81,42,70,229
147,81,41,69,228
148,81,40,68,227
149,81,39,67,226
150,81,39,67,226
151,81,39,67,226
152,81,38,66,225
153,81,38,66,225
154,81,37,65,224
155,81,37,65,224
156,81,36,64,223
157,81,35,63,222
158,81,34,62,221
159,81,34,62,221
160,81,37,61,223
161,81,36,60,222
162,81,35,59,221
163,81,34,58,220
164,81,33,57,219
165,81,32,56,218
166,81,32,54,215
167,81,31,53,214
168,81,32,52,211
169,81,31,51,210
170,81,30,50,209
171,81,29,49,208
172,81,29,47,205
173,81,28,46,204
174,81,27,45,203
175,81,26,45,201
176,81,28,43,196
177,81,28,43,194
178,81,27,42,193
179,81,26,41,192
180,81,25,40,191
181,81,25,40,191
182,81,24,39,190
0,82,21,37,182
1,82,21,37,182
2,82,22,38,185
3,82,22,38,185
4,82,23,39,187
5,82,23,39,187
6,82,23,38,189
7,82,23,38,189
8,82,25,40,193
9,82,25,40,193
10,82,25,39,197
11,82,26,40,198
12,82,26,40,199
13,82,26,40,199
14,82,27,41,200
15,82,26,42,200
16,82,27,43,201
17,82,25,43,201
18,82,26,44,202
19,82,27,45,203
20,82,27,47,206
21,82,27,47,206
22,82,28,48,207
23,82,28,48,207
24,82,29,51,212
25,82,29,51,212
26,82,29,53,215
27,82,31,55,217
28,82,32,56,218
29,82,33,57,219
30,82,34,58,220
31,82,34,58,220
32,82,35,60,222
33,82,35,60,222
34,82,36,61,223
35,82,37,62,224
36,82,37,65,226
37,82,38,66,227
38,82,39,67,228
39,82,39,67,228
40,82,38,68,228
41,82,38,68,228
42,82,39,69,229
43,82,40,70,230
44,82,40,72,232
45,82,41,73,233
46,82,42,74,234
47,82,42,74,234
48,82,45,77,240
49,82,46,78,241
50,82,46,78,241
51,82,47,79,242
52,82,48,80,241
53,82,49,81,242
54,82,49,81,242
55,82,49,81,242
56,82,54,86,246
57,82,54,86,246
58,82,55,88,245
59,82,56,89,246
60,82,58,91,248
61,82,59,92,249
62,82,60,93,248
63,82,59,94,248
64,82,59,95,251
65,82,58,97,252
66,82,58,97,252
67,82,59,98,253
68,82,62,98,254
69,82,63,99,255
70,82,63,99,255
71,82,63,99,255
72,82,62,97,253
73,82,67,102,255
74,82,68,101,255
75,82,63,96,251
76,82,57,90,245
77,82,77,110,255
78,82,59,92,247
79,82,67,102,254
80,82,74,110,255
81,82,59,97,242
82,82,62,100,245
83,82,59,97,242
84,82,72,108,254
85,82,66,102,248
86,82,12,49,192
87,82,70,107,250
88,82,12,47,189
89,82,63,98,240
90,82,69,101,244
91,82,63,95,238
92,82,25,58,199
93,82,76,109,250
94,82,79,110,252
95,82,72,103,245
96,82,56,84,227
97,82,17,45,188
98,82,72,100,243
99,82,91,119,255
100,82,71,102,244
101,82,78,109,251
102,82,81,112,255
103,82,74,105,248
104,82,77,109,252
105,82,71,103,246
106,82,39,74,216
107,82,68,103,245
108,82,67,102,246
109,82,74,109,253
110,82,73,108,252
111,82,69,104,250
112,82,76,112,255
113,82,66,101,253
114,82,70,105,255
115,82,65,100,252
116,82,66,101,255
117,82,62,97,251
118,82,71,106,255
119,82,67,102,255
120,82,65,100,255
121,82,65,100,255
122,82,64,99,255
123,82,64,99,255
124,82,63,98,254
125,82,62,97,253
126,82,61,96,250
127,82,61,96,250
128,82,58,91,248
129,82,58,91,248
130,82,57,90,247
131,82,56,89,246
132,82,55,88,245
133,82,53,86,243
134,82,53,86,243
135,82,52,85,242
136,82,49,82,239
137,82,49,82,239
138,82,47,80,237
139,82,46,79,236
140,82,44,77,234
141,82,43,76,233
142,82,42,75,232
143,82,41,74,231
144,82,43,71,230
145,82,43,71,230
146,82,42,70,229
147,82,41,69,228
148,82,41,69,228
149,82,40,68,227
150,82,39,67,226
151,82,39,67,226
152,82,39,67,226
153,82,38,66,225
154,82,38,66,225
155,82,37,65,224
156,82,36,64,223
157,82,35,63,222
158,82,35,63,222
159,82,34,62,221
160,82,37,61,223
161,82,36,60,222
162,82,36,60,222
163,82,34,58,220
164,82,33,57,219
165,82,32,56,218
166,82,32,54,215
167,82,32,54,215
168,82,32,52,211
169,82,32,52,211
170,82,31,51,210
171,82,30,50,209
172,82,29,47,205
173,82,28,46,204
174,82,27,45,203
175,82,27,46,202
176,82,28,43,198
177,82,28,43,196
178,82,27,42,195
179,82,27,42,195
180,82,26,41,194
181,82,25,40,193
182,82,24,39,192
0,83,21,37,182
1,83,21,37,182
2,83,22,38,185
3,83,22,38,185
4,83,23,39,187
5,83,23,39,187
6,83,23,38,189
7,83,23,38,189
8,83,25,40,193
9,83,25,40,193
10,83,25,39,197
11,83,26,40,198
12,83,26,40,199
13,83,26,40,199
14,83,27,41,200
15,83,26,42,200
16,83,27,43,201
17,83,25,43,201
18,83,26,44,202
19,83,27,45,203
20,83,27,47,206
21,83,27,47,206
22,83,28,48,207
23,83,28,48,207
24,83,29,51,212
25,83,29,51,212
26,83,29,53,215
27,83,31,55,217
28,83,32,56,218
29,83,33,57,219
30,83,34,58,220
31,83,34,58,220
32,83,35,60,222
33,83,35,60,222
34,83,36,61,223
35,83,37,62,224
36,83,37,65,226
37,83,38,66,227
38,83,39,67,228
39,83,39,67,228
40,83,38,68,228
41,83,39,69,229
42,83,40,70,230
43,83,41,71,231
44,83,40,72,232
45,83,41,73,233
46,83,42,74,234
47,83,43,75,235
48,83,46,78,239
49,83,47,79,242
50,83,47,79,242
51,83,48,80,243
52,83,49,81,242
53,83,49,81,242
54,83,50,82,243
55,83,50,82,242
56,83,54,86,246
57,83,55,87,247
58,83,56,89,246
59,83,57,90,247
60,83,58,91,248
61,83,59,92,249
62,83,60,93,248
63,83,60,95,249
64,83,59,95,251
65,83,58,97,252
66,83,58,97,252
67,83,59,98,253
68,83,62,98,254
69,83,63,100,253
70,83,63,99,255
71,83,63,100,253
72,83,66,101,255
73,83,67,102,254
74,83,68,101,254
75,83,81,114,255
76,83,60,93,246
77,83,71,104,255
78,83,68,101,254
79,83,69,103,254
80,83,69,105,251
81,83,72,111,251
82,83,60,99,239
83,83,71,110,250
84,83,59,96,237
85,83,64,101,242
86,83,8,45,185
87,83,65,102,242
88,83,65,101,239
89,83,76,112,250
90,83,59,92,231
91,83,66,99,238
92,83,35,69,205
93,83,74,108,244
94,83,76,108,245
95,83,83,115,252
96,83,54,83,223
97,83,21,50,190
98,83,80,108,251
99,83,85,114,254
100,83,72,103,245
101,83,78,109,251
102,83,81,112,254
103,83,79,110,253
104,83,81,113,255
105,83,65,97,240
106,83,6,41,183
107,83,68,103,245
108,83,67,102,246
109,83,75,110,254
110,83,65,100,244
111,83,73,108,254
112,83,75,111,255
113,83,67,103,253
114,83,71,106,255
115,83,71,106,255
116,83,68,103,255
117,83,65,100,254
118,83,70,105,255
119,83,67,102,255
120,83,66,101,255
121,83,66,101,255
122,83,65,100,255
123,83,65,100,255
124,83,64,99,255
125,83,63,98,254
126,83,62,97,251
127,83,62,97,251
128,83,59,92,249
129,83,59,92,249
130,83,58,91,248
131,83,57,90,247
132,83,56,89,246
133,83,54,87,244
134,83,54,87,244
135,83,53,86,243
136,83,50,83,240
137,83,50,83,240
138,83,48,81,238
139,83,47,80,237
140,83,45,78,235
141,83,44,77,234
142,83,43,76,233
143,83,42,75,232
144,83,43,71,230
145,83,43,71,230
146,83,43,71,230
147,83,42,70,229
148,83,41,69,228
149,83,40,68,227
150,83,40,68,227
151,83,39,67,226
152,83,39,67,226
153,83,39,67,226
154,83,38,66,225
155,83,37,65,224
156,83,36,64,223
157,83,36,64,223
158,83,35,63,222
159,83,35,63,222
160,83,37,61,223
161,83,37,61,223
162,83,36,60,222
163,83,35,59,221
164,83,34,58,220
165,83,32,56,218
166,83,33,55,216
167,83,32,54,215
168,83,32,52,211
169,83,32,52,211
170,83,31,51,210
171,83,30,50,209
172,83,30,48,206
173,83,29,47,205
174,83,28,46,204
175,83,27,46,202
176,83,29,44,199
177,83,28,43,196
178,83,28,43,196
179,83,27,42,195
180,83,26,41,194
181,83,25,40,193
182,83,25,40,193
0,84,21,37,182
1,84,21,37,182
2,84,22,38,185
3,84,22,38,185
4,84,23,39,187
5,84,23,39,187
6,84,23,38,189
7,84,23,38,189
8,84,25,40,193
9,84,25,40,193
10,84,25,39,197
11,84,26,40,198
12,84,26,40,199
13,84,26,40,199
14,84,27,41,200
15,84,26,42,200
16,84,27,43,201
17,84,25,43,201
18,84,26,44,202
19,84,27,45,203
20,84,27,47,206
21,84,27,47,206
22,84,28,48,207
23,84,28,48,207
24,84,29,51,212
25,84,29,51,212
26,84,29,53,215
27,84,31,55,217
28,84,32,56,218
29,84,33,57,219
30,84,34,58,220
31,84,34,58,220
32,84,35,60,222
33,84,35,60,222
34,84,36,61,223
35,84,37,62,224
36,84,37,65,226
37,84,38,66,227
38,84,39,67,228
39,84,39,67,228
40,84,39,69,229
41,84,39,69,229
42,84,40,70,230
43,84,41,71,231
44,84,41,73,233
45,84,42,74,234
46,84,43,75,235
47,84,43,75,235
48,84,47,79,240
49,84,47,79,240
50,84,48,80,241
51,84,49,81,242
52,84,50,82,243
53,84,50,82,243
54,84,51,83,243
55,84,51,83,243
56,84,55,87,247
57,84,55,88,245
58,84,56,89,246
59,84,57,90,247
60,84,59,92,247
61,84,60,93,248
62,84,61,94,249
63,84,60,95,249
64,84,59,96,249
65,84,60,97,250
66,84,60,97,250
67,84,61,98,251
68,84,63,98,252
69,84,64,99,251
70,84,64,99,253
71,84,64,99,251
72,84,72,105,255
73,84,63,97,248
74,84,59,90,242
75,84,86,117,255
76,84,56,87,239
77,84,52,83,235
78,84,78,109,255
79,84,71,106,252
80,84,65,102,243
81,84,70,107,247
82,84,61,99,236
83,84,71,109,246
84,84,62,98,236
85,84,65,101,239
86,84,41,77,213
87,84,46,82,218
88,84,82,116,252
89,84,68,102,238
90,84,49,81,216
91,84,61,93,228
92,84,61,94,227
93,84,83,116,249
94,84,72,102,236
95,84,56,85,221
96,84,43,70,209
97,84,41,68,207
98,84,84,113,253
99,84,77,106,244
100,84,83,112,252
101,84,82,111,251
102,84,74,105,245
103,84,84,115,255
104,84,86,119,255
105,84,76,109,250
106,84,47,80,221
107,84,59,92,233
108,84,82,117,255
109,84,58,93,235
110,84,79,114,255
111,84,78,113,255
112,84,71,107,255
113,84,68,104,252
114,84,71,107,255
115,84,75,111,255
116,84,67,103,253
117,84,69,104,255
118,84,69,104,255
119,84,64,99,251
120,84,67,102,254
121,84,67,102,255
122,84,66,101,255
123,84,66,101,255
124,84,65,100,254
125,84,64,99,253
126,84,63,98,254
127,84,63,98,254
128,84,60,93,250
129,84,60,93,250
130,84,59,92,249
131,84,58,91,248
132,84,56,89,246
133,84,55,88,245
134,84,54,87,244
135,84,54,87,244
136,84,51,84,241
137,84,50,83,240
138,84,49,82,239
139,84,48,81,238
140,84,46,79,236
141,84,45,78,235
142,84,43,76,233
143,84,43,76,233
144,84,44,72,231
145,84,44,72,231
146,84,43,71,230
147,84,42,70,229
148,84,41,69,228
149,84,41,69,228
150,84,40,68,227
151,84,40,68,227
152,84,39,67,226
153,84,39,67,226
154,84,39,67,226
155,84,38,66,225
156,84,37,65,224
157,84,36,64,223
158,84,36,64,223
159,84,35,63,222
160,84,38,62,224
161,84,37,61,223
162,84,37,61,223
163,84,35,59,221
164,84,34,58,220
165,84,33,57,219
166,84,33,55,216
167,84,33,55,216
168,84,33,53,212
169,84,33,53,212
170,84,32,52,211
171,84,30,50,209
172,84,30,48,206
173,84,29,47,205
174,84,28,46,204
175,84,28,47,203
176,84,29,44,199
177,84,29,44,197
178,84,28,43,196
179,84,28,43,196
180,84,27,42,195
181,84,26,41,194
182,84,25,40,193
0,85,21,37,182
1,85,21,37,182
2,85,22,38,185
3,85,22,38,185
4,85,23,39,187
5,85,23,39,187
6,85,23,38,189
7,85,23,38,189
8,85,25,40,193
9,85,25,40,193
10,85,25,39,197
11,85,26,40,198
12,85,26,40,199
13,85,26,40,199
14,85,27,41,200
15,85,26,42,200
16,85,27,43,201
17,85,25,43,201
18,85,26,44,202
19,85,27,45,203
20,85,27,47,206
21,85,27,47,206
22,85,28,48,207
23,85,28,48,207
24,85,29,51,212
25,85,29,51,212
26,85,29,53,215
27,85,31,55,217
28,85,32,56,218
29,85,33,57,219
30,85,34,58,220
31,85,34,58,220
32,85,35,60,222
33,85,35,60,222
34,85,36,61,223
35,85,37,62,224
36,85,37,65,226
37,85,38,66,227
38,85,39,67,228
39,85,39,67,228
40,85,39,69,229
41,85,40,70,230
42,85,41,71,231
43,85,42,72,232
44,85,41,73,233
45,85,42,74,234
46,85,43,75,235
47,85,44,76,236
48,85,48,80,241
49,85,48,80,241
50,85,49,81,242
51,85,50,82,243
52,85,51,83,244
53,85,51,83,243
54,85,52,84,244
55,85,52,84,244
56,85,55,88,245
57,85,56,89,246
58,85,57,90,247
59,85,58,91,248
60,85,59,92,247
61,85,60,93,248
62,85,61,94,249
63,85,62,95,250
64,85,60,95,249
65,85,60,97,250
66,85,60,97,250
67,85,61,98,249
68,85,63,98,250
69,85,64,100,250
70,85,64,100,250
71,85,64,100,250
72,85,67,101,252
73,85,60,94,243
74,85,62,93,243
75,85,78,110,255
76,85,69,101,248
77,85,53,85,232
78,85,70,102,249
79,85,68,100,245
80,85,76,112,252
81,85,65,103,240
82,85,73,111,246
83,85,67,103,239
84,85,84,120,255
85,85,75,111,247
86,85,72,108,244
87,85,32,66,200
88,85,39,73,207
89,85,54,88,222
90,85,60,93,226
91,85,46,79,212
92,85,45,78,211
93,85,70,100,232
94,85,71,101,233
95,85,43,73,207
96,85,34,62,198
97,85,68,96,232
98,85,89,118,254
99,85,79,108,244
100,85,88,117,253
101,85,81,110,248
102,85,66,98,235
103,85,74,105,245
104,85,79,110,250
105,85,89,122,255
106,85,63,96,237
107,85,52,85,226
108,85,75,110,252
109,85,77,112,254
110,85,86,121,255
111,85,74,109,251
112,85,69,104,250
113,85,71,107,253
114,85,70,106,254
115,85,72,108,255
116,85,60,96,244
117,85,71,107,255
118,85,70,106,254
119,85,62,98,246
120,85,68,104,254
121,85,68,103,255
122,85,67,102,254
123,85,66,101,255
124,85,66,101,255
125,85,65,100,254
126,85,64,99,255
127,85,64,99,255
128,85,61,94,251
129,85,61,94,251
130,85,60,93,250
131,85,59,92,249
132,85,57,90,247
133,85,56,89,246
134,85,55,88,245
135,85,55,88,245
136,85,52,85,242
137,85,51,84,241
138,85,50,83,240
139,85,49,82,239
140,85,47,80,237
141,85,46,79,236
142,85,44,77,234
143,85,44,77,234
144,85,44,72,231
145,85,44,72,231
146,85,43,71,230
147,85,43,71,230
148,85,42,70,229
149,85,41,69,228
150,85,41,69,228
151,85,40,68,227
152,85,40,68,227
153,85,40,68,227
154,85,39,67,226
155,85,38,66,225
156,85,37,65,224
157,85,37,65,224
158,85,36,64,223
159,85,36,64,223
160,85,38,62,224
161,85,38,62,224
162,85,37,61,223
163,85,36,60,222
164,85,35,59,221
165,85,33,57,219
166,85,34,56,217
167,85,33,55,216
168,85,33,53,212
169,85,33,53,212
170,85,32,52,211
171,85,31,51,210
172,85,31,49,207
173,85,30,48,206
174,85,29,47,205
175,85,28,47,203
176,85,30,45,200
177,85,29,44,197
178,85,29,44,197
179,85,28,43,196
180,85,27,42,195
181,85,26,41,194
182,85,26,41,194
0,86,21,37,182
1,86,21,37,182
2,86,22,38,185
3,86,22,38,185
4,86,23,39,187
5,86,23,39,187
6,86,23,38,189
7,86,23,38,189
8,86,25,40,193
9,86,25,40,193
10,86,25,39,197
11,86,26,40,198
12,86,26,40,199
13,86,26,40,199
14,86,27,41,200
15,86,26,42,200
16,86,27,43,201
17,86,25,43,201
18,86,26,44,202
19,86,27,45,203
20,86,27,47,206
21,86,27,47,206
22,86,28,48,207
23,86,28,48,207
24,86,29,51,212
25,86,29,51,212
26,86,29,53,215
27,86,31,55,217
28,86,32,56,218
29,86,33,57,219
30,86,34,58,220
31,86,34,58,220
32,86,35,60,222
33,86,35,60,222
34,86,36,61,223
35,86,37,62,224
36,86,37,65,226
37,86,38,66,227
38,86,39,67,228
39,86,39,67,228
40,86,40,70,230
41,86,40,70,230
42,86,41,71,231
43,86,42,72,232
44,86,41,73,233
45,86,43,75,235
46,86,43,75,235
47,86,44,76,236
48,86,49,81,242
49,86,49,81,242
50,86,50,82,243
51,86,50,82,243
52,86,51,83,243
53,86,52,84,244
54,86,53,85,245
55,86,53,86,243
56,86,56,89,246
57,86,56,89,246
58,86,57,90,245
59,86,58,91,246
60,86,59,92,247
61,86,61,94,249
62,86,61,94,247
63,86,62,95,248
64,86,60,95,247
65,86,61,96,248
66,86,61,96,248
67,86,62,98,248
68,86,64,98,249
69,86,65,99,248
70,86,65,99,248
71,86,65,100,246
72,86,70,102,249
73,86,70,102,247
74,86,74,104,250
75,86,42,72,218
76,86,82,113,255
77,86,76,107,250
78,86,52,83,226
79,86,77,108,250
80,86,65,101,241
81,86,61,97,235
82,86,76,112,250
83,86,71,104,243
84,86,83,116,255
85,86,86,120,255
86,86,61,95,231
87,86,35,67,204
88,86,80,112,247
89,86,76,108,243
90,86,76,105,241
91,86,65,95,229
92,86,36,66,200
93,86,33,61,196
94,86,59,87,222
95,86,87,115,250
96,86,45,73,208
97,86,89,117,252
98,86,83,111,246
99,86,72,100,235
100,86,65,95,229
101,86,72,101,237
102,86,82,111,247
103,86,83,115,252
104,86,72,104,241
105,86,81,112,252
106,86,55,88,227
107,86,52,85,224
108,86,68,101,242
109,86,85,118,255
110,86,73,106,247
111,86,73,108,250
112,86,71,106,250
113,86,76,111,255
114,86,67,102,248
115,86,63,98,244
116,86,49,84,230
117,86,71,106,252
118,86,73,108,254
119,86,65,100,246
120,86,70,104,253
121,86,69,103,252
122,86,69,103,254
123,86,68,101,254
124,86,67,100,255
125,86,67,100,255
126,86,66,99,255
127,86,66,99,255
128,86,62,95,252
129,86,61,94,251
130,86,60,93,250
131,86,59,92,249
132,86,58,91,248
133,86,57,90,247
134,86,56,89,246
135,86,56,89,246
136,86,53,86,243
137,86,52,85,242
138,86,51,84,241
139,86,49,82,239
140,86,48,81,238
141,86,46,79,236
142,86,45,78,235
143,86,44,77,234
144,86,45,73,232
145,86,44,72,231
146,86,44,72,231
147,86,43,71,230
148,86,42,70,229
149,86,41,69,228
150,86,41,69,228
151,86,41,69,228
152,86,40,68,227
153,86,40,68,227
154,86,39,67,226
155,86,39,67,226
156,86,38,66,225
157,86,37,65,224
158,86,36,64,223
159,86,36,64,223
160,86,39,63,225
161,86,38,62,224
162,86,37,61,223
163,86,36,60,222
164,86,35,59,221
165,86,34,58,220
166,86,34,56,217
167,86,33,55,216
168,86,34,54,213
169,86,33,53,212
170,86,32,52,211
171,86,31,51,210
172,86,31,49,207
173,86,30,48,206
174,86,29,47,205
175,86,29,48,204
176,86,30,45,200
177,86,30,45,200
178,86,29,44,199
179,86,28,43,198
180,86,27,42,197
181,86,27,42,197
182,86,26,41,196
0,87,21,37,182
1,87,21,37,182
2,87,22,38,185
3,87,22,38,185
4,87,23,39,187
5,87,23,39,187
6,87,23,38,189
7,87,23,38,189
8,87,25,40,193
9,87,25,40,193
10,87,25,39,197
11,87,26,40,198
12,87,26,40,199
13,87,26,40,199
14,87,27,41,200
15,87,26,42,200
16,87,27,43,201
17,87,25,43,201
18,87,26,44,202
19,87,27,45,203
20,87,27,47,206
21,87,27,47,206
22,87,28,48,207
23,87,28,48,207
24,87,29,51,212
25,87,29,51,212
26,87,29,53,215
27,87,31,55,217
28,87,32,56,218
29,87,33,57,219
30,87,34,58,220
31,87,34,58,220
32,87,35,60,222
33,87,35,60,222
34,87,36,61,223
35,87,37,62,224
36,87,37,65,226
37,87,38,66,227
38,87,39,67,228
39,87,39,67,228
40,87,40,70,230
41,87,40,70,230
42,87,41,71,231
43,87,42,72,232
44,87,42,74,234
45,87,43,75,235
46,87,44,76,236
47,87,44,76,236
48,87,49,81,242
49,87,49,81,242
50,87,50,82,243
51,87,51,83,243
52,87,52,84,244
53,87,52,84,244
54,87,53,86,243
55,87,53,86,243
56,87,56,89,246
57,87,56,89,244
58,87,57,90,245
59,87,58,91,246
60,87,60,93,248
61,87,61,94,249
62,87,62,95,248
63,87,62,95,248
64,87,60,95,247
65,87,61,97,247
66,87,61,97,247
67,87,63,97,246
68,87,64,98,247
69,87,65,100,246
70,87,65,100,246
71,87,67,99,244
72,87,69,101,246
73,87,67,98,241
74,87,58,89,232
75,87,0,3,145
76,87,54,85,227
77,87,75,104,244
78,87,24,53,193
79,87,84,113,253
80,87,67,100,241
81,87,80,113,254
82,87,82,115,255
83,87,80,113,252
84,87,48,81,222
85,87,68,101,240
86,87,0,26,166
87,87,11,43,180
88,87,47,79,216
89,87,80,109,247
90,87,85,114,252
91,87,65,94,230
92,87,36,64,200
93,87,57,85,220
94,87,62,90,226
95,87,51,79,214
96,87,20,48,181
97,87,79,108,238
98,87,82,111,241
99,87,91,120,250
100,87,73,101,234
101,87,82,112,246
102,87,96,126,255
103,87,76,105,241
104,87,79,111,246
105,87,64,96,233
106,87,81,113,250
107,87,48,81,220
108,87,85,118,255
109,87,43,76,217
110,87,57,90,231
111,87,82,115,255
112,87,74,109,251
113,87,79,114,255
114,87,65,100,244
115,87,54,89,231
116,87,39,74,216
117,87,70,105,247
118,87,75,110,252
119,87,68,103,245
120,87,70,105,249
121,87,70,105,251
122,87,69,103,252
123,87,68,102,253
124,87,68,101,254
125,87,67,100,255
126,87,66,99,255
127,87,66,99,255
128,87,62,95,252
129,87,62,95,252
130,87,61,94,251
131,87,60,93,250
132,87,58,91,248
133,87,57,90,247
134,87,56,89,246
135,87,56,89,246
136,87,53,86,243
137,87,52,85,242
138,87,51,84,241
139,87,50,83,240
140,87,48,81,238
141,87,47,80,237
142,87,45,78,235
143,87,45,78,235
144,87,45,73,232
145,87,45,73,232
146,87,44,72,231
147,87,43,71,230
148,87,42,70,229
149,87,42,70,229
150,87,41,69,228
151,87,41,69,228
152,87,40,68,227
153,87,40,68,227
154,87,40,68,227
155,87,39,67,226
156,87,38,66,225
157,87,37,65,224
158,87,37,65,224
159,87,36,64,223
160,87,39,63,225
161,87,38,62,224
162,87,37,61,223
163,87,36,60,222
164,87,35,59,221
165,87,34,58,220
166,87,34,56,217
167,87,34,56,217
168,87,34,54,213
169,87,33,53,212
170,87,33,53,212
171,87,31,51,210
172,87,31,49,207
173,87,30,48,206
174,87,29,47,205
175,87,29,48,204
176,87,30,44,202
177,87,30,45,200
178,87,29,44,199
179,87,29,44,199
180,87,28,43,198
181,87,27,42,197
182,87,26,41,196
0,88,21,37,182
1,88,22,38,183
2,88,22,38,185
3,88,23,39,186
4,88,24,40,188
5,88,25,41,189
6,88,25,40,191
7,88,26,41,192
8,88,25,40,193
9,88,25,40,193
10,88,26,40,198
11,88,26,40,198
12,88,27,41,200
13,88,28,42,201
14,88,29,43,202
15,88,28,44,202
16,88,27,43,201
17,88,26,44,202
18,88,27,45,203
19,88,28,46,204
20,88,28,48,207
21,88,29,49,208
22,88,30,50,209
23,88,30,50,209
24,88,30,52,213
25,88,31,53,214
26,88,30,54,216
27,88,32,56,218
28,88,33,57,219
29,88,34,58,220
30,88,35,59,221
31,88,35,59,221
32,88,35,60,222
33,88,35,60,222
34,88,37,62,224
35,88,38,63,225
36,88,38,66,227
37,88,39,67,228
38,88,40,68,229
39,88,41,69,230
40,88,41,71,231
41,88,41,71,231
42,88,42,72,232
43,88,43,73,233
44,88,42,74,234
45,88,44,76,236
46,88,44,76,236
47,88,45,77,237
48,88,49,81,241
49,88,50,82,242
50,88,51,83,243
51,88,52,84,244
52,88,54,86,246
53,88,56,89,246
54,88,57,90,247
55,88,57,90,247
56,88,58,91,246
57,88,58,91,246
58,88,59,92,247
59,88,59,92,245
60,88,60,93,246
61,88,61,94,247
62,88,62,95,248
63,88,62,95,248
64,88,62,96,247
65,88,55,89,238
66,88,65,99,248
67,88,68,99,249
68,88,72,104,251
69,88,62,94,239
70,88,57,89,234
71,88,78,109,252
72,88,66,97,239
73,88,76,105,245
74,88,64,93,233
75,88,66,95,233
76,88,76,105,243
77,88,51,78,217
78,88,24,52,188
79,88,62,91,229
80,88,65,96,238
81,88,79,110,253
82,88,78,109,252
83,88,76,107,249
84,88,48,79,222
85,88,83,114,255
86,88,63,91,234
87,88,90,119,255
88,88,28,57,197
89,88,87,114,255
90,88,74,101,242
91,88,90,117,255
92,88,43,69,208
93,88,94,120,255
94,88,55,81,220
95,88,40,66,202
96,88,56,83,212
97,88,88,116,242
98,88,64,91,220
99,88,79,108,236
100,88,79,108,238
101,88,71,100,230
102,88,54,84,216
103,88,76,106,240
104,88,82,112,246
105,88,30,62,197
106,88,87,119,255
107,88,59,91,228
108,88,77,108,248
109,88,64,95,235
110,88,68,101,242
111,88,67,100,241
112,88,58,90,233
113,88,93,125,255
114,88,66,98,241
115,88,65,98,239
116,88,72,105,244
117,88,69,102,241
118,88,81,114,253
119,88,68,101,240
120,88,75,108,249
121,88,68,100,243
122,88,71,103,250
123,88,83,114,255
124,88,76,107,255
125,88,68,98,254
126,88,74,104,255
127,88,68,98,255
128,88,63,96,253
129,88,63,96,253
130,88,62,95,252
131,88,61,94,251
132,88,59,92,249
133,88,58,91,248
134,88,57,90,247
135,88,57,90,247
136,88,54,87,244
137,88,53,86,243
138,88,52,85,242
139,88,51,84,241
140,88,49,82,239
141,88,47,80,237
142,88,46,79,236
143,88,46,79,236
144,88,47,75,234
145,88,46,74,233
146,88,45,73,232
147,88,44,72,231
148,88,43,71,230
149,88,42,70,229
150,88,41,69,228
151,88,41,69,228
152,88,41,69,228
153,88,41,69,228
154,88,40,68,227
155,88,40,68,227
156,88,39,67,226
157,88,38,66,225
158,88,38,66,225
159,88,37,65,224
160,88,39,63,225
161,88,38,62,224
162,88,37,61,223
163,88,36,60,222
164,88,35,59,221
165,88,34,58,220
166,88,34,56,217
167,88,33,55,216
168,88,34,54,213
169,88,33,53,212
170,88,32,52,211
171,88,31,51,210
172,88,31,49,207
173,88,30,48,206
174,88,29,47,205
175,88,29,48,204
176,88,30,44,202
177,88,30,45,200
178,88,29,44,199
179,88,28,43,198
180,88,28,43,198
181,88,27,42,197
182,88,26,41,196
0,89,21,37,182
1,89,22,38,183
2,89,22,38,185
3,89,23,39,186
4,89,24,40,188
5,89,25,41,189
6,89,25,40,191
7,89,26,41,192
8,89,25,40,193
9,89,25,40,193
10,89,26,40,198
11,89,26,40,198
12,89,27,41,200
13,89,28,42,201
14,89,29,43,202
15,89,28,44,202
16,89,27,43,201
17,89,26,44,202
18,89,27,45,203
19,89,28,46,204
20,89,28,48,207
21,89,29,49,208
22,89,30,50,209
23,89,31,51,210
24,89,30,52,213
25,89,31,53,214
26,89,31,55,217
27,89,32,56,218
28,89,33,57,219
29,89,34,58,220
30,89,35,59,221
31,89,35,59,221
32,89,35,60,222
33,89,36,61,223
34,89,37,62,224
35,89,38,63,225
36,89,38,66,227
37,89,40,68,229
38,89,41,69,230
39,89,41,69,230
40,89,41,71,231
41,89,42,72,232
42,89,42,72,232
43,89,44,74,234
44,89,43,75,235
45,89,44,76,236
46,89,45,77,237
47,89,45,77,237
48,89,49,81,241
49,89,50,82,242
50,89,51,83,243
51,89,53,85,245
52,89,54,87,244
53,89,56,89,246
54,89,57,90,247
55,89,58,91,246
56,89,58,91,246
57,89,58,91,246
58,89,59,92,245
59,89,60,93,246
60,89,61,94,247
61,89,61,94,247
62,89,62,95,248
63,89,62,96,247
64,89,66,100,249
65,89,80,111,255
66,89,62,93,243
67,89,63,95,242
68,89,55,87,232
